feature_49,feature_47,feature_18,feature_44,feature_50,feature_2,feature_77,feature_62,feature_12,feature_71,feature_36,feature_9,feature_11,feature_27,feature_8,feature_19,target
0.283037639,0.9568065,1.654792988,0.205355662,1.188028519,0.770234987,1.170038136,0.229646825,0.358261843,0.111507213,0.876725103,0.190973517,0.977620291,0.274897426,2.259045132,0.406564715,c-CS-m
0.353029922,0.97837566,1.333063209,0.168971587,1.092615875,0.678768233,1.272986338,0.22864806,0.306320908,0.100578325,0.764829822,0.16191248,0.838573744,0.229659643,1.975688817,0.388006483,c-CS-m
0.362339515,1.000503482,1.403411069,0.166736595,1.113535286,0.716672468,1.279936226,0.227993623,0.324399582,0.110682219,0.831534981,0.174556213,0.871388792,0.234075879,2.127044901,0.403237034,c-CS-m
0.243437017,0.954555482,1.671169073,0.1732848,1.105559232,0.69958081,1.178248401,0.237480697,0.343269679,0.104897419,0.909874243,0.182114578,0.886353051,0.274336283,2.091057289,0.421052632,c-CS-m
0.323068246,0.963338973,1.516289593,0.159954879,0.988832487,0.690271493,1.219966159,0.236999436,0.34638009,0.112351946,0.883936652,0.176696833,0.850452489,0.263348416,2.045475113,0.417647059,c-CS-m
0.312030075,0.937748784,1.347339527,0.15247678,0.982529854,0.641891892,1.246130031,0.231203008,0.317356419,0.1036046,0.836993243,0.168074324,0.822212838,0.226351351,1.940878378,0.404349662,c-CS-m
0.251571468,0.98305548,1.393823449,0.165345723,1.017627767,0.561355562,1.077480186,0.245285597,0.334244329,0.10426346,0.891773709,0.178190763,0.711943154,0.26591965,1.783820716,0.394643345,c-CS-m
0.29121179,0.929039301,1.531773633,0.15010917,0.895469432,0.701865318,1.144377729,0.255049127,0.402782169,0.097980349,1.035093266,0.202023396,0.839076826,0.296553905,2.082832754,0.472020234,c-CS-m
0.313907658,0.958333333,1.216848259,0.152730856,0.926238739,0.583045442,1.238457207,0.244650901,0.317565772,0.110078829,0.854371512,0.178049429,0.733988839,0.243954292,1.800956683,0.404996014,c-CS-m
0.170105528,0.902031816,1.260097919,0.156717593,0.711608127,0.540085679,0.981414396,0.245077965,0.301407589,0.075444952,0.82619339,0.1624847,0.685740514,0.237760098,1.414932681,0.366585067,c-CS-m
0.232651103,0.853693636,1.213021492,0.135913016,0.699712184,0.564791403,0.994403582,0.233290694,0.300252845,0.091461465,0.882743363,0.162136536,0.686156764,0.236409608,1.487357775,0.445006321,c-CS-m
0.239233666,0.890453578,1.125960061,0.142459473,0.770754871,0.556374808,1.030948092,0.235467496,0.280798771,0.09317177,0.871889401,0.169892473,0.695852535,0.224270353,1.462365591,0.4,c-CS-m
0.676686905,0.605804827,1.603736388,0.248877042,1.951280912,0.954187007,1.649982724,0.303667506,0.348666917,0.148773385,0.799380398,0.232256853,1.022812617,0.271216673,1.765114532,0.361903868,c-CS-m
0.637341343,0.61268288,1.854728447,0.248037981,2.060217033,0.962020509,1.63898847,0.320414688,0.353873908,0.14766011,0.823205469,0.259020129,1.053551082,0.27535131,1.807823775,0.365742499,c-CS-m
0.590310006,0.603165027,1.956427426,0.236124002,2.21111008,0.9671791,1.564924819,0.313996659,0.361690088,0.14316874,0.867207394,0.258794681,1.025841743,0.283127417,1.783551825,0.379420919,c-CS-m
0.598989964,0.724477402,1.661240974,0.230262737,1.787828422,0.812018113,1.68222208,0.292143451,0.337290417,0.140062648,0.76135112,0.209154326,0.906988129,0.267531514,2.312324073,0.374128014,c-CS-m
0.576849975,0.731500253,1.861592565,0.236061835,1.919602129,0.863727707,1.660352255,0.313862139,0.34853052,0.140775469,0.792514444,0.218538056,0.917357448,0.275558905,2.375282592,0.378171314,c-CS-m
0.529756455,0.73362632,1.983516484,0.227919185,2.113593359,0.861763237,1.61081609,0.318195691,0.359515485,0.138192028,0.85964036,0.221028971,0.917832168,0.281593407,2.406218781,0.401848152,c-CS-m
0.577617658,0.776267785,1.594967046,0.214976286,1.63954761,0.721090473,1.727380518,0.303265232,0.326992211,0.132068588,0.763031756,0.190832834,0.799880168,0.258388256,2.481426004,0.366087478,c-CS-m
0.520851509,0.740359449,1.849892009,0.207468156,1.720642122,0.748071583,1.650846275,0.320799162,0.363776612,0.133310068,0.78771984,0.200401111,0.819962974,0.271058315,2.549676026,0.388151805,c-CS-m
0.485214708,0.748350047,1.995498991,0.206994086,1.952687066,0.773863107,1.555326991,0.312676781,0.345336024,0.127624925,0.849914636,0.195405867,0.839670961,0.285115629,2.6034456,0.409591805,c-CS-m
0.551077788,0.785731022,1.685093404,0.202085286,1.508669166,0.736370568,1.655576382,0.313378632,0.347693481,0.135074977,0.815287838,0.208921083,0.787266489,0.288600839,2.749142204,0.399161266,c-CS-m
0.52475133,0.815752949,1.856333774,0.197085357,1.643881564,0.735699453,1.681702521,0.330326162,0.352086086,0.126185519,0.828204644,0.20841986,0.781952048,0.286766094,2.746837833,0.406456485,c-CS-m
0.442951542,0.780726872,1.997731998,0.194162996,1.828414097,0.737478737,1.585792952,0.331057269,0.360990361,0.129845815,0.856170856,0.208278208,0.795879796,0.295785296,2.758079758,0.428841429,c-CS-m
0.529549848,0.785832643,1.623518687,0.185584093,1.381386357,0.685278031,1.615575808,0.308478321,0.353463993,0.129798398,0.817228806,0.220601641,0.731084777,0.276891522,2.586144029,0.402233364,c-CS-m
0.482980434,0.778745645,1.767787692,0.182792817,1.434870008,0.697323267,1.561913696,0.333556687,0.356897735,0.113106406,0.858156028,0.244566461,0.760466712,0.289407458,2.592541752,0.41615191,c-CS-m
0.442745098,0.775163399,1.915388087,0.179869281,1.701699346,0.684115523,1.530457516,0.331633987,0.368907942,0.114379085,0.88898917,0.199232852,0.756543321,0.287454874,2.576940433,0.440884477,c-CS-m
0.534110017,0.900372328,1.586725178,0.247357675,2.181299544,0.763027976,1.680398751,0.311554168,0.333296764,0.149351429,0.794624246,0.198354361,0.832473944,0.256609984,1.892484915,0.348765771,c-CS-m
0.521085595,0.874500447,1.745405405,0.255174471,2.286489711,0.749621622,1.720906651,0.334685356,0.332648649,0.143155383,0.800216216,0.205081081,0.843351351,0.25372973,1.854378378,0.351243243,c-CS-m
0.519772388,0.848373376,1.940245478,0.248361881,2.539889642,0.77002584,1.645763881,0.307793999,0.338608958,0.140878262,0.829888028,0.210594315,0.832687339,0.257536606,1.832041344,0.375107666,c-CS-m
0.50377873,0.925126607,1.601646435,0.236384885,1.813167121,0.695549044,1.699259836,0.309154655,0.327054556,0.151928321,0.798102414,0.190037673,0.719966513,0.266499233,2.663038928,0.398214037,c-CS-m
0.498810711,0.910764981,1.730094655,0.229033991,1.93708279,0.689170379,1.705363309,0.316274074,0.334214922,0.148776184,0.806514477,0.198496659,0.729955457,0.2655902,2.652561247,0.372355234,c-CS-m
0.514411075,0.935244724,1.868248773,0.228912928,2.231333686,0.703491544,1.68242681,0.329525683,0.334969995,0.154020728,0.831696672,0.197081288,0.711811238,0.267321331,2.652073104,0.393889798,c-CS-m
0.472585639,0.950364526,1.485279358,0.214021772,1.628383102,0.62295082,1.653051034,0.30740038,0.322515892,0.103565365,0.777350284,0.183506189,0.643860823,0.254934761,2.724322516,0.383907661,c-CS-m
0.482942431,0.921593332,1.662129566,0.21302578,1.799476643,0.6404204,1.653808878,0.342798992,0.332012405,0.143438651,0.814093728,0.19314266,0.630427292,0.267229497,2.77911785,0.403687112,c-CS-m
0.507668564,0.953795698,1.805461902,0.210957847,2.126844796,0.640761969,1.607118742,0.362207003,0.358900877,0.14642616,0.838334457,0.1908294,0.630310182,0.262643291,2.754551585,0.411496966,c-CS-m
0.548395616,0.894361548,1.335804133,0.194770897,1.650864915,0.58378257,1.739865311,0.306087416,0.325696316,0.122540605,0.784591195,0.206199461,0.619721473,0.279649596,2.618598383,0.404537287,c-CS-m
0.549644456,0.907426916,1.355973997,0.19291546,1.643271003,0.596951356,1.718461944,0.324993416,0.327953374,0.128127469,0.779197489,0.204662632,0.599193006,0.279309572,2.672046626,0.413584398,c-CS-m
0.546165055,0.90952444,1.342643501,0.191151146,1.648032852,0.577083792,1.690157637,0.357928202,0.316692325,0.126506822,0.773477018,0.196613152,0.585880801,0.270508027,2.64438091,0.396745107,c-CS-m
0.527116402,0.940806878,1.25770235,0.185350529,1.42989418,0.590861619,1.73015873,0.353505291,0.325587467,0.131944444,0.765796345,0.204960836,0.551174935,0.279112272,2.548563969,0.425848564,c-CS-m
0.529676693,0.905742319,1.343824385,0.183850732,1.380408557,0.573657762,1.633585331,0.327006595,0.350965353,0.131253016,0.798201534,0.206559111,0.617297011,0.285109759,2.633430309,0.426606718,c-CS-m
0.509053036,0.88831918,1.342633638,0.190674571,1.359557763,0.583311604,1.613042782,0.366768146,0.347327249,0.129626662,0.766883963,0.200521512,0.583833116,0.285528031,2.612516297,0.419035202,c-CS-m
0.45035929,0.892726206,1.171963947,0.223273207,1.785159114,0.555621442,1.817861857,0.28977856,0.318785579,0.138143423,0.721062619,0.17955408,0.643145161,0.245967742,3.391129032,0.324596774,c-CS-m
0.444249726,0.876159182,1.253401573,0.217597663,1.78094195,0.582698789,1.769404892,0.317196057,0.334290351,0.136911281,0.775683435,0.189239795,0.674447635,0.240294595,3.513543877,0.333666209,c-CS-m
0.435677159,0.874314178,1.302758018,0.218307826,1.755775339,0.576313491,1.723144672,0.300750794,0.338325222,0.134709789,0.765755647,0.181579933,0.663297142,0.238737052,3.511543741,0.342693124,c-CS-m
0.413701775,0.861657985,1.17053896,0.196433301,1.437891763,0.540698593,1.682969895,0.290721285,0.342342342,0.137724022,0.756756757,0.183657342,0.607554923,0.251936147,3.867235657,0.370317686,c-CS-m
0.410228608,0.860124695,1.189112649,0.202674618,1.46814855,0.524386407,1.753591759,0.311737598,0.34219635,0.142314991,0.741976086,0.175739459,0.597388295,0.247010699,3.844398993,0.362806797,c-CS-m
0.407729995,0.87143894,1.287505953,0.201415351,1.490655054,0.555484998,1.72409726,0.322355289,0.341959041,0.139539104,0.771709795,0.180346087,0.588347357,0.240514367,3.859183997,0.368153675,c-CS-m
0.370808679,0.828170321,1.078682706,0.186680589,1.20025525,0.500887399,1.626290753,0.310592876,0.337803195,0.133658197,0.751331098,0.18339578,0.545848945,0.247288503,3.681325182,0.375665549,c-CS-m
0.381476224,0.859593092,1.093811203,0.186184055,1.251951739,0.504504505,1.61497516,0.316181689,0.335487662,0.139105749,0.74951038,0.180963572,0.511946729,0.247356052,3.69800235,0.376811594,c-CS-m
0.372551362,0.883301481,1.156828704,0.181199236,1.281653129,0.493441358,1.586359293,0.329431438,0.325810185,0.139154324,0.763117284,0.175154321,0.509259259,0.237268519,3.71412037,0.377507716,c-CS-m
0.340060824,0.830522532,1.033426835,0.162427426,1.076997512,0.47428705,1.538291402,0.303013547,0.333333333,0.140586121,0.771154745,0.184431978,0.528517999,0.252688172,3.471482001,0.384291725,c-CS-m
0.341052632,0.871719298,1.012640772,0.174596491,1.124912281,0.477591358,1.577964912,0.31522807,0.335784877,0.14077193,0.761204321,0.176281315,0.503332567,0.248908297,3.416226155,0.372098368,c-CS-m
0.346257252,0.854393661,1.097030629,0.166407245,1.166265742,0.480710779,1.547757181,0.321918777,0.338788871,0.142210273,0.784428338,0.17512275,0.498714052,0.239653963,3.452887538,0.38742109,c-CS-m
0.302915767,0.821634269,1.049778761,0.144168467,0.958603312,0.470409292,1.392008639,0.308315335,0.349557522,0.14524838,0.847345133,0.192477876,0.52295354,0.248064159,3.375553097,0.403207965,c-CS-m
0.330545455,0.873636364,1.080168776,0.154181818,0.956181818,0.473980309,1.379272727,0.334363636,0.354711674,0.136363636,0.850351617,0.192123769,0.517018284,0.263291139,3.457383966,0.412939522,c-CS-m
0.300750503,0.884312649,1.10486995,0.151748124,0.990298371,0.472329828,1.374519495,0.360973824,0.346153846,0.139117701,0.822080797,0.184560044,0.492529054,0.259822911,3.364969563,0.405921417,c-CS-m
0.54104099,1.862368101,2.231671041,0.242086039,2.159547484,0.828696413,1.627181412,0.348062094,0.321259843,0.132000812,0.781364829,0.23928259,0.969466317,0.246019248,3.72808399,0.426859143,c-CS-m
0.539226409,1.692204435,2.330987124,0.242119916,2.167097544,0.841974249,1.562096053,0.365118823,0.342918455,0.139007656,0.786523605,0.221030043,0.991845494,0.242060086,3.648240343,0.409184549,c-CS-m
0.561875442,1.654840012,1.952539696,0.241041688,2.182446755,0.852881832,1.571868376,0.3497527,0.328976226,0.134803674,0.812790596,0.222300202,0.989999123,0.251951926,3.814545136,0.454074919,c-CS-m
0.466762285,2.027937141,2.297211875,0.208717885,1.795148416,0.755389999,1.646607633,0.31660015,0.311547579,0.11898229,0.740602777,0.194152839,0.819166949,0.234902359,3.778530308,0.4848177,c-CS-m
0.491797166,1.969798658,2.477854164,0.212714392,1.763484961,0.757917277,1.607631121,0.340355456,0.315000564,0.128635347,0.739208836,0.194297306,0.815056914,0.23486983,3.871971148,0.476501747,c-CS-m
0.483420268,1.960879285,2.374415498,0.212369598,1.744162941,0.761077711,1.506520119,0.332774466,0.306501893,0.12791853,0.738922289,0.193052772,0.836450679,0.234914273,3.843464707,0.471832554,c-CS-m
0.393785357,1.998196278,1.906220096,0.178158564,1.460031155,0.666165414,1.54136263,0.306304829,0.296103896,0.113798475,0.716746411,0.190020506,0.719480519,0.223650034,3.728229665,0.485030759,c-CS-m
0.409064689,2.015327565,2.098985432,0.188215904,1.430984755,0.629682622,1.485702513,0.320148331,0.281867846,0.125587145,0.665972945,0.163891779,0.685744017,0.220603538,3.572320499,0.496097815,c-CS-m
0.418376748,2.050590502,2.094228188,0.19365106,1.472317615,0.655302013,1.509004104,0.354636067,0.288724832,0.125052349,0.712885906,0.173959732,0.690604027,0.22295302,3.82966443,0.488724832,c-CS-m
0.359329446,2.045085381,1.74578196,0.168887963,1.273323615,0.543640493,1.397438567,0.311120367,0.288935756,0.111411912,0.647631408,0.147955873,0.602693056,0.228098637,3.07495133,0.463984426,c-CS-m
0.374270833,2.053020833,1.75040624,0.172708333,1.206770833,0.548098798,1.388229167,0.331041667,0.29720507,0.125,0.676633084,0.165420864,0.617322067,0.23480663,3.028924277,0.471075723,c-CS-m
0.365617433,2.039267291,1.717675941,0.170544268,1.315717444,0.563175123,1.405726919,0.328245078,0.300490998,0.131592799,0.639443535,0.167430442,0.579214403,0.231914894,3.165139116,0.476759411,c-CS-m
0.226273847,1.875875392,1.641724278,0.153103115,0.715044675,0.504473363,0.820333253,0.207437817,0.279178528,0.067254286,0.696827979,0.135217568,0.545140301,0.2350549,2.479869866,0.461163074,c-CS-m
0.244690892,1.843912223,1.489433812,0.148065125,0.716493629,0.465510367,0.788461538,0.212954224,0.279904306,0.076805097,0.687998405,0.137958533,0.513755981,0.196770335,2.523923445,0.463317384,c-CS-m
0.264653217,1.843738809,1.727673208,0.149576221,0.840754447,0.471165398,0.790975289,0.224662767,0.276131358,0.084397756,0.65999199,0.142571085,0.492591109,0.210052062,2.610132159,0.476571886,c-CS-m
0.620987958,2.533202261,1.998405386,0.220938806,1.077758663,0.641389086,1.633226837,0.346325879,0.302533664,0.114622757,0.730776045,0.233965273,0.616672573,0.238837704,3.522324592,0.45667966,c-CS-m
0.602609326,2.353032133,2.157357195,0.217492148,1.163759362,0.672451193,1.582556173,0.347571877,0.304501085,0.11988403,0.737346349,0.237075199,0.642353579,0.246655821,3.55269342,0.442877802,c-CS-m
0.623012573,2.426300083,2.214818811,0.215791791,1.252923047,0.642658034,1.567437992,0.362506727,0.301411744,0.118829803,0.724035608,0.236309684,0.630608758,0.245031922,3.620088122,0.439169139,c-CS-m
0.578658346,2.47850234,2.071156004,0.189204368,0.95201248,0.518294052,1.606365055,0.32024961,0.284511785,0.104087363,0.681032548,0.201795735,0.455555556,0.221436588,3.524130191,0.479573513,c-CS-m
0.574760364,2.412113072,2.138719167,0.18743513,1.027901581,0.549558724,1.396849625,0.310458514,0.280945915,0.109347335,0.677868296,0.197103417,0.439239647,0.227766463,3.606358905,0.482348948,c-CS-m
0.586959217,2.418866989,2.145155807,0.188050081,1.126379075,0.550141643,1.593467212,0.325709681,0.287025496,0.111131771,0.668215297,0.194107649,0.460963173,0.23082153,3.597620397,0.474334278,c-CS-m
0.526307535,2.464674978,1.776068376,0.168195719,0.890378734,0.454273504,1.593664236,0.301654513,0.264245014,0.091821532,0.623504274,0.164957265,0.367094017,0.202136752,3.076353276,0.448005698,c-CS-m
0.526633633,2.494657789,1.829759863,0.173350883,0.894704243,0.457690109,1.537163208,0.313409724,0.254716981,0.109012078,0.617066895,0.159090909,0.371497999,0.204402516,3.060034305,0.441966838,c-CS-m
0.51235391,2.506235783,1.895942506,0.164954114,1.026668758,0.475370564,1.540591419,0.309200722,0.267555023,0.105890658,0.650247043,0.167689774,0.391076508,0.215601138,3.285821231,0.468932475,c-CS-m
0.467907445,2.386820926,1.624288107,0.155231388,0.764386318,0.394137353,1.386720322,0.291851107,0.25159129,0.101609658,0.644556114,0.155108878,0.317420436,0.205527638,2.769011725,0.450251256,c-CS-m
0.471810679,2.348215174,1.624409183,0.157701104,0.818037188,0.406144497,1.373371781,0.301580988,0.251688049,0.105498658,0.648717083,0.150236327,0.339466577,0.203072248,2.793720459,0.45070898,c-CS-m
0.475065617,2.371088229,1.640282807,0.158994549,0.871189178,0.426452837,1.370280638,0.300524934,0.251767546,0.108015344,0.638041042,0.151577858,0.348853251,0.202621142,2.909812037,0.45059493,c-CS-m
0.406458596,2.243009201,1.465465465,0.131336821,0.679595887,0.359421922,1.153526971,0.315352697,0.234984985,0.091286307,0.630255255,0.138513514,0.298798799,0.186186186,2.310435435,0.415915916,c-CS-m
0.410624551,2.202440775,1.51973069,0.142677674,0.66959799,0.361698148,1.14626705,0.322684853,0.227791285,0.103912419,0.620160838,0.140826632,0.297737049,0.188703946,2.377033851,0.412941837,c-CS-m
0.413558699,2.196215322,1.493755825,0.139261437,0.729377182,0.37054986,1.060260886,0.330883704,0.223112768,0.102516994,0.604846226,0.135135135,0.338676608,0.191425909,2.318732526,0.402982293,c-CS-m
0.5511395,0.924296191,1.288436922,0.214651841,1.246510528,0.596358982,1.712404385,0.284204716,0.332385151,0.122072392,0.799886218,0.227705874,0.674015076,0.251884511,2.430664201,0.365097426,c-CS-m
0.542485708,0.927010729,1.284747674,0.210666458,1.313493617,0.600930364,1.616023181,0.281306289,0.331970679,0.115984024,0.805892303,0.22511982,0.689878771,0.250493375,2.438680575,0.381308148,c-CS-m
0.574106295,0.931034483,1.317940628,0.213540019,1.4985764,0.635594436,1.670120215,0.284087314,0.333715761,0.116339766,0.794779865,0.222572781,0.683493475,0.253262584,2.451168794,0.365983078,c-CS-m
0.542167458,0.974851025,1.141905072,0.196040804,1.035955964,0.569895969,1.576911423,0.277850722,0.319570871,0.121502878,0.720253576,0.2039987,0.677828349,0.247724317,2.085013004,0.365084525,c-CS-m
0.541768045,0.965024331,1.239278026,0.199513382,1.180048662,0.580394105,1.558191403,0.279399838,0.322238781,0.121350365,0.751283325,0.203179334,0.651101176,0.247226362,2.151515152,0.374896506,c-CS-m
0.526321077,0.951175407,1.249490835,0.185553546,1.243620655,0.584691107,1.585392807,0.281997187,0.330617787,0.118344384,0.770196877,0.211133741,0.655974202,0.249151392,2.200610998,0.378649016,c-CS-m
0.485955787,0.963849155,1.089622642,0.174512354,0.94863459,0.514544025,1.530039012,0.286215865,0.310534591,0.115994798,0.75668239,0.210888365,0.533018868,0.245676101,2.17197327,0.372051887,c-CS-m
0.50571391,0.972809668,1.141259321,0.179823985,1.017470117,0.56006628,1.590568764,0.295941153,0.334921292,0.119401025,0.775683513,0.202361226,0.559859155,0.249792875,2.300538525,0.427920464,c-CS-m
0.511297951,0.97320021,1.164593698,0.178139779,1.150945875,0.540215589,1.571466106,0.295323174,0.333126036,0.115738308,0.770107794,0.213723051,0.554104478,0.254145937,2.336442786,0.400290216,c-CS-m
0.474462784,0.984117097,0.917277239,0.164746185,0.866552476,0.463011108,1.459669885,0.300996574,0.312928386,0.123793211,0.724887733,0.199480028,0.481919168,0.235641692,1.912313874,0.369416214,c-CS-m
0.491089733,0.992745624,0.970790378,0.161646428,0.946853809,0.480854197,1.498028702,0.310676549,0.349288169,0.110234979,0.748404516,0.206921944,0.489690722,0.245213549,2.02233677,0.381934217,c-CS-m
0.476091142,1.008183569,1.054470709,0.168324775,1.019094994,0.516443988,1.500320924,0.315308087,0.329650565,0.126283697,0.780318602,0.206577595,0.508735868,0.284429599,2.174203494,0.421634121,c-CS-m
0.437341236,1.023285351,0.927424152,0.148179509,0.856265876,0.491671624,1.455546147,0.3276884,0.361986913,0.109864522,0.839976205,0.226948245,0.533016062,0.255800119,1.889054134,0.444378346,c-CS-m
0.471365639,1.004824837,0.902722632,0.145164674,0.89322425,0.475609756,1.405496119,0.322844556,0.348837209,0.109712608,0.78445831,0.237663074,0.488939308,0.275666478,1.756664776,0.386273398,c-CS-m
0.452696918,1.015625,0.945649032,0.146190068,0.939640411,0.487424111,1.423587329,0.318707192,0.349522984,0.119648973,0.796472969,0.240242845,0.510841284,0.246892165,1.805145996,0.392020815,c-CS-m
0.778590426,2.407528642,2.22354049,0.222790507,1.701462766,1.025423729,1.620141162,0.325900164,0.339359699,0.131188625,0.774576271,0.246986817,1.064595104,0.259510358,4.097740113,0.521374765,c-CS-m
0.787034626,2.339442853,2.289146248,0.23228326,1.805050768,1.025459418,1.633793283,0.34032804,0.346764931,0.132621713,0.803024502,0.243587289,1.065084227,0.274023737,3.837480858,0.536179173,c-CS-m
0.780678851,2.320365535,2.319286257,0.236449086,1.868772846,1.013382688,1.626736292,0.333368146,0.35127183,0.140156658,0.811123766,0.23443432,0.967539863,0.265470767,3.925398633,0.53682612,c-CS-m
0.654398087,2.509699708,2.302514405,0.20954026,1.517472761,0.911733892,1.676654265,0.321219771,0.337742273,0.127690672,0.795311682,0.223022525,0.856207438,0.264536406,4.027894185,0.56443164,c-CS-m
0.683028617,2.38891097,2.214460311,0.209459459,1.580882353,0.839186929,1.642885533,0.32763646,0.338736653,0.135333863,0.773060594,0.204940178,0.825807282,0.258458768,3.816673099,0.561687894,c-CS-m
0.677120316,2.495397765,2.361907243,0.20348455,1.713346483,0.869723814,1.600065746,0.327350427,0.343017196,0.140565417,0.805367379,0.208051068,0.823736321,0.273710266,3.855263158,0.565659197,c-CS-m
0.600309438,2.56377858,2.270756383,0.187553722,1.352243424,0.739200257,1.653171738,0.330754685,0.329211498,0.126783565,0.744499759,0.208286494,0.748675124,0.261763289,3.600931428,0.551469407,c-CS-m
0.596273292,2.445673445,2.301470588,0.188802859,1.444992768,0.72324781,1.4021101,0.336935251,0.321182728,0.128307666,0.717928661,0.195869837,0.716051314,0.250625782,3.526595745,0.54928035,c-CS-m
0.593470292,2.485124883,2.249961919,0.186684852,1.572585457,0.757044935,1.545307305,0.32870173,0.3229246,0.133066235,0.736024372,0.193602437,0.713175933,0.252703732,3.377303884,0.539223153,c-CS-m
0.593010942,2.491351924,2.213877551,0.178609248,1.054476997,0.716734694,1.573832216,0.287563243,0.310612245,0.106365455,0.695102041,0.206938776,0.702857143,0.275714286,3.156122449,0.58244898,c-CS-m
0.602934217,2.553241836,2.231026552,0.178419309,1.094060577,0.691825214,1.572645528,0.292948415,0.328245871,0.117486985,0.703324273,0.2226636,0.698933724,0.280158896,3.278486306,0.553000209,c-CS-m
0.589034677,2.446813496,2.17243473,0.172563261,1.265581068,0.701477434,1.579311153,0.290885661,0.317749443,0.101804124,0.722121028,0.207447885,0.728799838,0.272819267,3.073669298,0.537947784,c-CS-m
0.543338684,2.51540931,2.051986268,0.163402889,1.044622793,0.678273664,1.530497592,0.294542536,0.324423737,0.109791332,0.685875429,0.214320745,0.704757234,0.310446297,3.000490436,0.552721923,c-CS-m
0.564949789,2.61159702,2.098587998,0.165046971,1.087463557,0.679021684,1.529964367,0.289439585,0.345184065,0.111111111,0.704488149,0.225163893,0.660363086,0.324004034,3.075895108,0.570347958,c-CS-m
