feature_40,feature_41,feature_33,feature_64,feature_61,feature_31,feature_36,feature_44,feature_77,feature_11,feature_2,feature_73,feature_65,feature_66,feature_71,feature_5,feature_28,feature_20,feature_53,feature_54,feature_35,feature_1,feature_15,feature_7,target
0.478594595,0.344864865,0.337621622,2.57148822,0.617834775,0.41372973,0.800216216,0.255174471,1.720906651,0.843351351,0.749621622,0.600238592,0.166119893,1.251297346,0.143155383,6.306810811,0.284216216,0.950810811,0.215090963,0.143155383,0.391243243,0.516108108,1.074594595,0.16227027,c-CS-m
0.507859604,0.366602067,0.351851852,2.384584435,0.573514197,0.42118863,0.829888028,0.248361881,1.645763881,0.832687339,0.77002584,0.581733533,0.161800207,1.168640074,0.140878262,6.766149871,0.295327304,0.981696813,0.20841476,0.140878262,0.404069767,0.507321275,1.115094746,0.177756245,c-CS-m
0.471885029,0.345332775,0.329426538,2.579898714,0.598987145,0.408120553,0.798102414,0.236384885,1.699259836,0.719966513,0.695549044,0.591585508,0.167199065,1.322399688,0.151928321,5.917957304,0.282544998,0.858099623,0.199532528,0.151928321,0.410353007,0.505092786,1.015766709,0.174270964,c-CS-m
0.486219376,0.35857461,0.339643653,2.520524822,0.587508632,0.415089087,0.806514477,0.229033991,1.705363309,0.729955457,0.689170379,0.583748945,0.182076268,1.228420164,0.148776184,6.066536748,0.278953229,0.886553452,0.212077035,0.148776184,0.424276169,0.479120267,1.043847439,0.16717706,c-CS-m
0.507092199,0.370840153,0.348199673,2.463348211,0.558438611,0.413120567,0.831696672,0.228912928,1.68242681,0.711811238,0.703491544,0.573795295,0.185490582,1.227929495,0.154020728,6.318466994,0.288052373,0.89893617,0.214917921,0.154020728,0.424031642,0.457992362,1.058237861,0.160665576,c-CS-m
0.446637671,0.340414854,0.319839411,2.450314591,0.568660741,0.382234861,0.777350284,0.214021772,1.653051034,0.643860823,0.62295082,0.586237891,0.176570458,1.347248577,0.103565365,5.307962529,0.266142523,0.800434928,0.192050335,0.103565365,0.385747742,0.420541987,0.94061559,0.174305788,c-CS-m
0.477084769,0.348897312,0.339593384,2.407927893,0.540027137,0.408511371,0.814093728,0.21302578,1.653808878,0.630427292,0.6404204,0.559410739,0.18918395,1.313529754,0.143438651,5.468986906,0.303928325,0.835802895,0.198197325,0.143438651,0.437801516,0.437456926,0.995864921,0.171088904,c-CS-m
0.496797033,0.383513149,0.340357384,2.390855599,0.523198611,0.4045853,0.838334457,0.210957847,1.607118742,0.630310182,0.640761969,0.550400309,0.191280023,1.30529565,0.14642616,5.787255563,0.280681052,0.847774781,0.205170252,0.14642616,0.444032367,0.403742414,1.01146325,0.165037087,c-CS-m
0.442722372,0.372192273,0.347484277,2.397068533,0.564769576,0.426100629,0.784591195,0.194770897,1.739865311,0.619721473,0.58378257,0.50033012,0.149214314,1.413706589,0.122540605,4.320530099,0.276055705,0.751347709,0.184867292,0.122540605,0.39442947,0.383423181,0.905211141,0.204402516,c-CS-m
0.445415826,0.352387357,0.343196593,2.384382407,0.553858309,0.404841964,0.779197489,0.19291546,1.718461944,0.599193006,0.596951356,0.51132473,0.161443245,1.43705557,0.128127469,4.260928043,0.282223717,0.736830307,0.180405583,0.128127469,0.398565344,0.38264963,0.889262497,0.207800941,c-CS-m
0.447327909,0.354519463,0.337585221,2.325606041,0.543780633,0.372773257,0.773477018,0.191151146,1.690157637,0.585880801,0.577083792,0.531196185,0.175519936,1.369850311,0.126506822,4.482296019,0.283923466,0.736089729,0.185190091,0.126506822,0.424895536,0.396305256,0.882779855,0.182757862,c-CS-m
0.420626632,0.323759791,0.352480418,2.406084656,0.638558201,0.365535248,0.765796345,0.185350529,1.73015873,0.551174935,0.590861619,0.56167328,0.176752646,1.512070106,0.131944444,4.051174935,0.283028721,0.74229765,0.168320106,0.131944444,0.423759791,0.378328982,0.866579634,0.221148825,c-CS-m
0.45517059,0.353874636,0.340650622,2.368988258,0.637767412,0.355461518,0.798201534,0.183850732,1.633585331,0.617297011,0.573657762,0.549461155,0.183850732,1.473218594,0.131253016,4.036498281,0.293573129,0.730759058,0.160688435,0.131253016,0.389050516,0.366569691,0.889182756,0.224543771,c-CS-m
0.433376793,0.349674055,0.349413299,2.292741548,0.60390963,0.352542373,0.766883963,0.190674571,1.613042782,0.583833116,0.583311604,0.521871495,0.191956417,1.402820061,0.129626662,4.066492829,0.324902216,0.739765319,0.157827271,0.129626662,0.395045632,0.385658409,0.871447197,0.212255541,c-CS-m
0.457542694,0.277514231,0.293643264,2.396539082,0.719167033,0.3721537,0.721062619,0.223273207,1.817861857,0.643145161,0.555621442,0.505059393,0.149508726,1.273427189,0.138143423,4.887096774,0.258657495,0.774549336,0.197023024,0.138143423,0.337405123,0.3778463,0.845588235,0.158325427,c-CS-m
0.481462988,0.297091499,0.31456747,2.373932092,0.697042716,0.392085882,0.775683435,0.217597663,1.769404892,0.674447635,0.582698789,0.497626871,0.157429719,1.215991238,0.136911281,5.211334415,0.272000999,0.809511921,0.194450529,0.136911281,0.355511172,0.39071277,0.885657221,0.170640369,c-CS-m
0.489579433,0.305129165,0.319231249,2.327461738,0.68697661,0.391364033,0.765755647,0.218307826,1.723144672,0.663297142,0.576313491,0.493719319,0.14719896,1.274978342,0.134709789,5.326219893,0.268813179,0.82366155,0.202570026,0.134709789,0.36028953,0.395357544,0.902283789,0.168601023,c-CS-m
0.465307413,0.311363996,0.314683104,2.323386598,0.664606692,0.406827881,0.756756757,0.196433301,1.682969895,0.607554923,0.540698593,0.491745387,0.144521939,1.290103293,0.137724022,4.799272957,0.258100205,0.740319267,0.17886466,0.137724022,0.429429429,0.384858543,0.812707444,0.174648333,c-CS-m
0.471837634,0.317809943,0.313876652,2.380771664,0.72097226,0.391126495,0.741976086,0.202674618,1.753591759,0.597388295,0.524386407,0.497063341,0.167976868,1.339025933,0.142314991,4.582756451,0.262586532,0.729389553,0.193548387,0.142314991,0.389867841,0.356513531,0.835431089,0.172592826,c-CS-m
0.489125258,0.330052389,0.322590887,2.352476864,0.664217021,0.384187966,0.771709795,0.201415351,1.72409726,0.588347357,0.555484998,0.488568318,0.166213028,1.295953547,0.139539104,4.806477219,0.263851405,0.754722972,0.198512067,0.139539104,0.394983331,0.362914748,0.834100651,0.184632481,c-CS-m
0.464602642,0.323802011,0.318674818,2.274277758,0.637428936,0.381187143,0.751331098,0.186680589,1.626290753,0.545848945,0.500887399,0.479521986,0.169857292,1.334725606,0.133658197,4.102346677,0.256162493,0.682902781,0.174034111,0.133658197,0.395188326,0.359692368,0.778347466,0.182015382,c-CS-m
0.464943204,0.325303564,0.318448884,2.264726757,0.661580317,0.375636506,0.74951038,0.186184055,1.61497516,0.511946729,0.504504505,0.496806246,0.174000473,1.307546723,0.139105749,4.128476302,0.262044653,0.686839013,0.194582446,0.139105749,0.40893067,0.379945163,0.787700744,0.179984332,c-CS-m
0.470871914,0.330246914,0.323302469,2.285355948,0.659818442,0.367862654,0.763117284,0.181199236,1.586359293,0.509259259,0.493441358,0.507166746,0.171882465,1.286072623,0.139154324,4.150655864,0.250771605,0.671103395,0.184663163,0.139154324,0.421682099,0.328703704,0.763695988,0.183256173,c-CS-m
0.467741935,0.359747546,0.316503039,2.175006912,0.623030135,0.384525479,0.771154745,0.162427426,1.538291402,0.528517999,0.47428705,0.494885264,0.170030412,1.34835499,0.140586121,3.674146798,0.251051893,0.615708275,0.167680398,0.140586121,0.469611968,0.346891071,0.736792894,0.193080879,c-CS-m
0.453918639,0.339921857,0.323833601,2.188631579,0.63522807,0.378763503,0.761204321,0.174596491,1.577964912,0.503332567,0.477591358,0.459087719,0.186526316,1.335298246,0.14077193,3.619627672,0.248448632,0.666283613,0.165473684,0.14077193,0.451160653,0.33923236,0.730176971,0.19030108,c-CS-m
0.468552724,0.375964461,0.32592939,2.227253431,0.636620914,0.385316811,0.784428338,0.166407245,1.547757181,0.498714052,0.480710779,0.476015282,0.197113344,1.313004104,0.142210273,3.788636895,0.256254384,0.650222118,0.171501344,0.142210273,0.516015899,0.341360767,0.744447042,0.185644143,c-CS-m
0.499170354,0.38550885,0.340431416,2.063714903,0.602051836,0.396294248,0.847345133,0.144168467,1.392008639,0.52295354,0.470409292,0.506839453,0.181425486,1.362491001,0.14524838,3.4375,0.26465708,0.666205752,0.127069834,0.14524838,0.523783186,0.34375,0.747787611,0.202433628,c-CS-m
0.496202532,0.391561181,0.361181435,2.076545455,0.650181818,0.409845288,0.850351617,0.154181818,1.379272727,0.517018284,0.473980309,0.483090909,0.199636364,1.381090909,0.136363636,3.457383966,0.281575246,0.674824191,0.163272727,0.136363636,0.559493671,0.334739803,0.764838256,0.209563994,c-CS-m
0.497786386,0.379911455,0.355838406,2.017755812,0.638843126,0.441615938,0.822080797,0.151748124,1.374519495,0.492529054,0.472329828,0.518945634,0.202269815,1.308804686,0.139117701,3.499723298,0.27255119,0.659103486,0.147904082,0.139117701,0.534864416,0.341449917,0.748201439,0.204205866,c-CS-m
0.361417323,0.321959755,0.340857393,2.436586851,0.527242289,0.441557305,0.781364829,0.242086039,1.627181412,0.969466317,0.828696413,0.486911526,0.168171672,1.139153815,0.132000812,5.167979003,0.305424322,0.873228346,0.196124188,0.132000812,0.401049869,0.649781277,1.056342957,0.17664042,c-CS-m
0.360257511,0.296051502,0.337682403,2.35472805,0.519787213,0.437253219,0.786523605,0.242119916,1.562096053,0.991845494,0.841974249,0.46783335,0.174704186,1.227851248,0.139007656,5.19416309,0.300171674,0.789012876,0.193347917,0.139007656,0.402317597,0.616480687,1.0327897,0.167725322,c-CS-m
0.374331082,0.29967541,0.342398456,2.437317049,0.506308671,0.443459953,0.812790596,0.241041688,1.571868376,0.989999123,0.852881832,0.462501262,0.156000808,1.226102756,0.134803674,5.350820247,0.345907536,0.793753838,0.192237812,0.134803674,0.410913238,0.637424335,1.092288797,0.173260812,c-CS-m
0.345185687,0.286714076,0.312111977,2.382140185,0.526502869,0.407608082,0.740602777,0.208717885,1.646607633,0.819166949,0.755389999,0.479109504,0.145048641,1.05649788,0.11898229,4.727508748,0.274974602,0.742183091,0.176976802,0.11898229,0.394739813,0.576814539,0.948414042,0.161192008,c-CS-m
0.346556971,0.290318945,0.309478192,2.386216754,0.542567736,0.411360307,0.739208836,0.212714392,1.607631121,0.815056914,0.757917277,0.438354462,0.150944569,1.132736764,0.128635347,4.735602389,0.270032683,0.715879635,0.188105891,0.128635347,0.393666178,0.542544799,0.955370224,0.165671137,c-CS-m
0.351592073,0.288799822,0.304720552,2.38065077,0.55377546,0.409374304,0.738922289,0.212369598,1.506520119,0.836450679,0.761077711,0.461313959,0.15052161,1.176353701,0.12791853,4.764640392,0.292362503,0.721442886,0.191381023,0.12791853,0.416499666,0.569917613,0.945335115,0.164439991,c-CS-m
0.334244703,0.284347232,0.296924129,2.270558334,0.52668689,0.379357485,0.716746411,0.178158564,1.54136263,0.719480519,0.666165414,0.443059769,0.138558662,1.115438223,0.113798475,4.256596036,0.24101162,0.652084757,0.16454866,0.113798475,0.394805195,0.494053315,0.870950103,0.157484621,c-CS-m
0.342741935,0.302029136,0.287200832,2.307869798,0.534569427,0.367976067,0.665972945,0.188215904,1.485702513,0.685744017,0.629682622,0.412937783,0.158714462,1.141161928,0.125587145,4.150104058,0.229968783,0.604448491,0.178986403,0.125587145,0.363943809,0.485691988,0.854318418,0.15153486,c-CS-m
0.341879195,0.293691275,0.298120805,2.430856856,0.539241142,0.379463087,0.712885906,0.19365106,1.509004104,0.690604027,0.655302013,0.441829299,0.158891029,1.188122958,0.125052349,4.33852349,0.240134228,0.657583893,0.178993216,0.125052349,0.42295302,0.508724832,0.882013423,0.154362416,c-CS-m
0.325438027,0.304510058,0.261680727,2.243440233,0.529154519,0.329331603,0.647631408,0.168887963,1.397438567,0.602693056,0.543640493,0.37151187,0.150249896,1.040712203,0.111411912,3.387410772,0.238481506,0.55110318,0.152332362,0.111411912,0.401687216,0.408176509,0.739130435,0.162394549,c-CS-m
0.335229119,0.312317192,0.269418265,2.240625,0.529583333,0.369028274,0.676633084,0.172708333,1.388229167,0.617322067,0.548098798,0.356979167,0.1759375,1.103958333,0.125,3.459701007,0.262755931,0.583847904,0.161875,0.125,0.43678908,0.417777056,0.757718557,0.173220669,c-CS-m
0.34304419,0.322094926,0.271522095,2.24781556,0.540372671,0.334042553,0.639443535,0.170544268,1.405726919,0.579214403,0.563175123,0.371618065,0.172228656,1.133803558,0.131592799,3.542553191,0.241571195,0.546644845,0.162438151,0.131592799,0.425040917,0.42913257,0.753027823,0.176759411,c-CS-m
0.349328996,0.293005287,0.267385116,1.331924656,0.352934074,0.353599024,0.696827979,0.153103115,0.820333253,0.545140301,0.504473363,0.273363922,0.109273122,0.750664091,0.067254286,3.061813745,0.217974786,0.557340382,0.072325525,0.067254286,0.474989833,0.367629118,0.718788125,0.165514437,c-CS-m
0.344098884,0.331140351,0.27053429,1.345681925,0.370339783,0.349082935,0.687998405,0.148065125,0.788461538,0.513755981,0.465510367,0.260146295,0.11833412,0.811821614,0.076805097,3.016347687,0.185207337,0.547448166,0.116918358,0.076805097,0.470893142,0.378987241,0.725877193,0.176834131,c-CS-m
0.334601522,0.341409692,0.260913096,1.321952966,0.374955235,0.352823388,0.65999199,0.149576221,0.790975289,0.492591109,0.471165398,0.277665035,0.136325654,0.856870001,0.084397756,2.938526231,0.18782539,0.540448538,0.102303927,0.084397756,0.475770925,0.373648378,0.718061674,0.150380457,c-CS-m
0.377126152,0.27303331,0.312189936,2.284541656,0.522339641,0.416991495,0.730776045,0.220938806,1.633226837,0.616672573,0.641389086,0.479429835,0.138805603,1.078348489,0.114622757,4.190910702,0.270907158,0.719613749,0.176259523,0.114622757,0.411144578,0.452427356,0.930545712,0.190733522,c-CS-m
