feature_49,feature_47,feature_18,feature_44,feature_50,feature_2,feature_77,feature_62,feature_12,feature_71,feature_36,feature_9,feature_11,feature_27,feature_8,feature_19,feature_17,feature_45,feature_23,feature_53,feature_32,feature_63,feature_21,feature_31,feature_65,feature_66,feature_7,feature_40,feature_55,feature_75,feature_22,feature_13,feature_73,feature_46,feature_26,feature_14,feature_5,feature_29,feature_43,target
0.244889503,1.904005525,1.737701486,0.12679558,0.944060773,0.482101737,1.426933702,0.277624309,0.272137325,0.097651934,0.690391459,0.171027842,0.471844254,0.273812016,1.508687461,0.461168097,1.226711325,0.589502762,0.199288256,0.175276243,1.749214988,1.251933702,0.384969646,0.366338706,0.160773481,0.997237569,0.188821436,0.32593678,0.123756906,0.236878453,0.339543647,0.340590329,0.440331492,0.167403315,1.149047519,0.256018422,3.349591794,0.612727653,0.464098807,c-CS-m
0.254957109,1.972577697,1.686083457,0.134298973,0.929545774,0.485914001,1.500070314,0.252003938,0.284261809,0.094642104,0.68904893,0.179834781,0.463249312,0.239779708,1.50900233,0.485066723,1.197203982,0.611165799,0.214573184,0.174377725,1.770599449,1.288707636,0.343359458,0.367295065,0.131345802,0.980874701,0.188519381,0.329379369,0.142314724,0.215581493,0.347172209,0.36030502,0.422162846,0.170862045,1.137894514,0.262868036,3.349290405,0.579114594,0.462825673,c-CS-m
0.269770774,1.959455587,1.655781475,0.12277937,0.903581662,0.46231259,1.613896848,0.249283668,0.266173752,0.099140401,0.657013761,0.176422263,0.426987061,0.230642842,1.444239063,0.465393305,1.158143356,0.626361032,0.18402136,0.173352436,1.710002054,1.251289398,0.351817622,0.356541384,0.125501433,0.942406877,0.185459026,0.30971452,0.130372493,0.227936963,0.359416718,0.325734237,0.446561605,0.161031519,1.125898542,0.279523516,3.287122612,0.557403984,0.458410351,c-CS-m
0.294117647,0.94272786,1.711026056,0.201228184,1.347123465,0.862652731,1.297220427,0.233484163,0.355365818,0.138655462,0.872368615,0.19446489,1.081554541,0.272044752,2.277491535,0.387163256,1.897836008,0.908532644,0.175621964,0.192243051,2.620197262,1.127407886,0.537612248,0.421610481,0.137879767,1.177892696,0.185337848,0.523332843,0.129411765,0.165287654,0.386132784,0.383630208,0.440142211,0.191338074,1.463712645,0.29942588,6.067569557,0.790078021,0.225084646,c-CS-m
0.380730897,0.963388704,1.525172891,0.187840532,1.150631229,0.807053942,1.363189369,0.235149502,0.331950207,0.111362126,0.818118949,0.174688797,1.07593361,0.246473029,2.118810512,0.367496542,1.753803596,0.893488372,0.163070539,0.191827243,2.422959889,1.137009967,0.555325035,0.389626556,0.128837209,1.115681063,0.165975104,0.474965422,0.134219269,0.162857143,0.357399723,0.346196404,0.454352159,0.193156146,1.393914246,0.250207469,5.595573997,0.741355463,0.216459198,c-CS-m
0.400961278,0.975494178,1.521097628,0.183455185,1.176617926,0.802537231,1.404481451,0.237544002,0.326668505,0.112036285,0.831081081,0.171400993,1.065637066,0.24310535,2.10728075,0.388306674,1.757170436,0.885729759,0.165609487,0.186704576,2.415471594,1.14798267,0.528130171,0.393546608,0.13633902,1.044476036,0.165057915,0.457253172,0.139859193,0.157730842,0.362520684,0.342112521,0.45450853,0.196723531,1.378240485,0.243243243,5.548400441,0.739520132,0.193188086,c-CS-m
0.283037639,0.9568065,1.654792988,0.205355662,1.188028519,0.770234987,1.170038136,0.229646825,0.358261843,0.111507213,0.876725103,0.190973517,0.977620291,0.274897426,2.259045132,0.406564715,1.711115256,0.890399602,0.18537859,0.188028519,2.328422231,1.148731554,0.520701231,0.416822081,0.149975129,1.09053225,0.186497576,0.497762029,0.13753938,0.180152545,0.403767251,0.3769116,0.458547505,0.189935334,1.3461395,0.264826557,4.975195822,0.726594554,0.232935472,c-CS-m
0.353029922,0.97837566,1.333063209,0.168971587,1.092615875,0.678768233,1.272986338,0.22864806,0.306320908,0.100578325,0.764829822,0.16191248,0.838573744,0.229659643,1.975688817,0.388006483,1.469692058,0.85944179,0.158184765,0.182549661,2.00713128,1.102087,0.487682334,0.364343598,0.144162266,1.020870003,0.161102107,0.4273906,0.12672869,0.17299472,0.338897893,0.323824959,0.42502724,0.193864722,1.179578606,0.230145867,4.313938412,0.634035656,0.204862237,c-CS-m
0.362339515,1.000503482,1.403411069,0.166736595,1.113535286,0.716672468,1.279936226,0.227993623,0.324399582,0.110682219,0.831534981,0.174556213,0.871388792,0.234075879,2.127044901,0.403237034,1.563696485,0.857766216,0.173512008,0.182092809,2.112077967,1.102290845,0.504524887,0.382004873,0.132835445,1.047243434,0.171597633,0.432822833,0.133506755,0.17135185,0.378698225,0.337278107,0.439456239,0.186120668,1.251827358,0.248868778,4.571179951,0.686042464,0.213713888,c-CS-m
0.243437017,0.954555482,1.671169073,0.1732848,1.105559232,0.69958081,1.178248401,0.237480697,0.343269679,0.104897419,0.909874243,0.182114578,0.886353051,0.274336283,2.091057289,0.421052632,1.655798789,0.804103243,0.197019096,0.193470108,2.078947368,1.116589455,0.492081975,0.424778761,0.153540702,1.178138098,0.197019096,0.505822077,0.135120229,0.215089345,0.397997205,0.388448999,0.407346128,0.19159497,1.267582673,0.321145785,4.449231486,0.684909176,0.281089893,c-CS-m
0.323068246,0.963338973,1.516289593,0.159954879,0.988832487,0.690271493,1.219966159,0.236999436,0.34638009,0.112351946,0.883936652,0.176696833,0.850452489,0.263348416,2.045475113,0.417647059,1.580316742,0.768527919,0.184162896,0.181725888,2.043438914,1.062380147,0.473076923,0.411085973,0.150592217,1.118668923,0.187104072,0.484162896,0.147772138,0.234179357,0.37760181,0.369457014,0.471517202,0.190073322,1.261312217,0.27918552,4.229411765,0.669230769,0.25520362,c-CS-m
0.312030075,0.937748784,1.347339527,0.15247678,0.982529854,0.641891892,1.246130031,0.231203008,0.317356419,0.1036046,0.836993243,0.168074324,0.822212838,0.226351351,1.940878378,0.404349662,1.475717905,0.717713401,0.166173986,0.166850951,1.910261824,1.060039805,0.39379223,0.378378378,0.142525431,0.979544449,0.173775338,0.421030405,0.121295887,0.189849624,0.353885135,0.327702703,0.444272446,0.18697479,1.17504223,0.236908784,4.020692568,0.620777027,0.228673986,c-CS-m
0.251571468,0.98305548,1.393823449,0.165345723,1.017627767,0.561355562,1.077480186,0.245285597,0.334244329,0.10426346,0.891773709,0.178190763,0.711943154,0.26591965,1.783820716,0.394643345,1.424706204,0.787100301,0.192948893,0.169171905,1.766329598,1.045777535,0.469527193,0.376878929,0.16602897,1.154413774,0.194588685,0.491117792,0.132959825,0.228614376,0.375512435,0.356654824,0.430308828,0.190762503,1.094014758,0.269199235,3.558895873,0.607816343,0.318939601,c-CS-m
0.29121179,0.929039301,1.531773633,0.15010917,0.895469432,0.701865318,1.144377729,0.255049127,0.402782169,0.097980349,1.035093266,0.202023396,0.839076826,0.296553905,2.082832754,0.472020234,1.640847297,0.746724891,0.241226684,0.165938865,2.034144799,1.031386463,0.498261144,0.46095479,0.165393013,1.068367904,0.223205817,0.562440721,0.125545852,0.216975983,0.426177679,0.416376857,0.40625,0.193504367,1.314890926,0.346506481,4.109705975,0.69459374,0.39203288,c-CS-m
0.313907658,0.958333333,1.216848259,0.152730856,0.926238739,0.583045442,1.238457207,0.244650901,0.317565772,0.110078829,0.854371512,0.178049429,0.733988839,0.243954292,1.800956683,0.404996014,1.352112676,0.740990991,0.193994154,0.154279279,1.705022588,1.045326577,0.445920808,0.395163433,0.157657658,1.027167793,0.189476482,0.450969971,0.132460586,0.269003378,0.365399947,0.327664098,0.389358108,0.192989865,1.117193728,0.292319957,3.381344672,0.592080787,0.30029232,c-CS-m
0.170105528,0.902031816,1.260097919,0.156717593,0.711608127,0.540085679,0.981414396,0.245077965,0.301407589,0.075444952,0.82619339,0.1624847,0.685740514,0.237760098,1.414932681,0.366585067,1.222766218,0.704835407,0.188188494,0.155930068,1.421052632,0.945818239,0.430232558,0.365361077,0.172468105,1.103323358,0.210526316,0.480110159,0.113718696,0.222554733,0.335985312,0.309669523,0.411245865,0.17908332,0.971848225,0.243268054,2.873623011,0.488984088,0.330171359,c-CS-m
0.232651103,0.853693636,1.213021492,0.135913016,0.699712184,0.564791403,0.994403582,0.233290694,0.300252845,0.091461465,0.882743363,0.162136536,0.686156764,0.236409608,1.487357775,0.445006321,1.261694058,0.684521906,0.191845765,0.152542373,1.512958281,0.96642149,0.40676359,0.389380531,0.179724976,1.030060761,0.175094817,0.474399494,0.12120243,0.215222258,0.345448799,0.32806574,0.40821874,0.180364567,0.961125158,0.268015171,2.978824273,0.513274336,0.340391909,c-CS-m
0.239233666,0.890453578,1.125960061,0.142459473,0.770754871,0.556374808,1.030948092,0.235467496,0.280798771,0.09317177,0.871889401,0.169892473,0.695852535,0.224270353,1.462365591,0.4,1.205529954,0.62682168,0.19109063,0.146880629,1.421198157,1.020140822,0.421198157,0.366513057,0.159325364,1.009988538,0.177572965,0.459293395,0.125102342,0.218929098,0.349308756,0.301382488,0.361061077,0.183887342,0.976036866,0.292473118,2.847004608,0.492165899,0.32688172,c-CS-m
0.676686905,0.605804827,1.603736388,0.248877042,1.951280912,0.954187007,1.649982724,0.303667506,0.348666917,0.148773385,0.799380398,0.232256853,1.022812617,0.271216673,1.765114532,0.361903868,2.128989861,1.223801767,0.175835524,0.202872797,2.747559144,1.788785231,0.534547503,0.442921517,0.148822745,1.180117479,0.185598949,0.488265115,0.185793968,0.158102572,0.400675929,0.348291401,0.54124093,0.172713362,1.533420954,0.245963199,5.915039429,0.887626737,0.214513706,c-CS-m
0.637341343,0.61268288,1.854728447,0.248037981,2.060217033,0.962020509,1.63898847,0.320414688,0.353873908,0.14766011,0.823205469,0.259020129,1.053551082,0.27535131,1.807823775,0.365742499,2.196448918,1.216306559,0.180972275,0.205745567,2.801842005,1.763879469,0.550037979,0.46268515,0.162581145,1.066127313,0.188473224,0.506551462,0.18922585,0.163404709,0.414830991,0.36270414,0.525966476,0.167280302,1.563330801,0.260634258,5.975028485,0.892423092,0.234523357,c-CS-m
0.590310006,0.603165027,1.956427426,0.236124002,2.21111008,0.9671791,1.564924819,0.313996659,0.361690088,0.14316874,0.867207394,0.258794681,1.025841743,0.283127417,1.783551825,0.379420919,2.238517401,1.200436235,0.191738187,0.208975311,2.856078468,1.672823464,0.555031595,0.459964161,0.166326341,1.063393354,0.182589833,0.539469961,0.18275478,0.160293299,0.410921437,0.368386306,0.508214219,0.182244292,1.579741583,0.259549184,5.927379044,0.892200321,0.235216448,c-CS-m
0.598989964,0.724477402,1.661240974,0.230262737,1.787828422,0.812018113,1.68222208,0.292143451,0.337290417,0.140062648,0.76135112,0.209154326,0.906988129,0.267531514,2.312324073,0.374128014,1.949822543,1.15195295,0.175376331,0.202582625,2.418431037,1.65134565,0.493452454,0.406926937,0.148373074,1.291056703,0.17990454,0.467751805,0.181998338,0.156108163,0.405947864,0.335699425,0.561720898,0.166144601,1.473626239,0.250642516,5.808101824,0.810794272,0.202056052,c-CS-m
0.576849975,0.731500253,1.861592565,0.236061835,1.919602129,0.863727707,1.660352255,0.313862139,0.34853052,0.140775469,0.792514444,0.218538056,0.917357448,0.275558905,2.375282592,0.378171314,1.998116051,1.149328434,0.182115046,0.2093259,2.564556644,1.629054739,0.502260739,0.422381311,0.165103903,1.157121135,0.189399648,0.496232102,0.18385707,0.180372529,0.416101482,0.354684753,0.534845413,0.169221997,1.53089676,0.270283848,6.006656619,0.831826174,0.217030897,c-CS-m
0.529756455,0.73362632,1.983516484,0.227919185,2.113593359,0.861763237,1.61081609,0.318195691,0.359515485,0.138192028,0.85964036,0.221028971,0.917832168,0.281593407,2.406218781,0.401848152,2.035589411,1.118903742,0.203046953,0.214368553,2.576048951,1.54532137,0.501373626,0.43031968,0.171580297,1.186595862,0.187687313,0.529220779,0.179515351,0.176219252,0.424325674,0.365384615,0.512116218,0.172556919,1.537337662,0.268856144,6.368256743,0.84015984,0.231768232,c-CS-m
0.577617658,0.776267785,1.594967046,0.214976286,1.63954761,0.721090473,1.727380518,0.303265232,0.326992211,0.132068588,0.763031756,0.190832834,0.799880168,0.258388256,2.481426004,0.366087478,1.760934691,1.084002189,0.174206111,0.200109449,2.225134811,1.566399124,0.4691432,0.393499101,0.141280555,1.26286027,0.186638706,0.460155782,0.173659248,0.162167092,0.396494907,0.325344518,0.560105801,0.172382342,1.38241462,0.253894548,5.191731576,0.763930497,0.192480527,c-CS-m
0.520851509,0.740359449,1.849892009,0.207468156,1.720642122,0.748071583,1.650846275,0.320799162,0.363776612,0.133310068,0.78771984,0.200401111,0.819962974,0.271058315,2.549676026,0.388151805,1.850663376,1.026522422,0.185128047,0.207206421,2.366244986,1.496859187,0.45880901,0.415303919,0.160181469,1.269499215,0.187596421,0.491977785,0.167771768,0.195166638,0.414841098,0.344800987,0.506979585,0.169865643,1.438136378,0.26349892,5.495063252,0.795124961,0.2108917,c-CS-m
0.485214708,0.748350047,1.995498991,0.206994086,1.952687066,0.773863107,1.555326991,0.312676781,0.345336024,0.127624925,0.849914636,0.195405867,0.839670961,0.285115629,2.6034456,0.409591805,1.91292876,1.070797977,0.220549433,0.209651153,2.387552382,1.475357847,0.466552848,0.413161571,0.167823776,1.214451016,0.184541363,0.529411765,0.188480329,0.189766007,0.424336489,0.361011951,0.516842376,0.175366418,1.458016452,0.276579233,5.987583424,0.806922241,0.217910911,c-CS-m
0.551077788,0.785731022,1.685093404,0.202085286,1.508669166,0.736370568,1.655576382,0.313378632,0.347693481,0.135074977,0.815287838,0.208921083,0.787266489,0.288600839,2.749142204,0.399161266,1.821768967,0.983950328,0.193671369,0.202085286,2.191574533,1.499297095,0.474266108,0.417460923,0.160613871,1.380974695,0.205299276,0.479603507,0.175726336,0.178537957,0.430232558,0.344452917,0.583997188,0.181935333,1.437094929,0.284216546,4.947197865,0.78879146,0.211780404,c-CS-m
0.52475133,0.815752949,1.856333774,0.197085357,1.643881564,0.735699453,1.681702521,0.330326162,0.352086086,0.126185519,0.828204644,0.20841986,0.781952048,0.286766094,2.746837833,0.406456485,1.8274495,0.995373583,0.198602983,0.215244043,2.240513498,1.495951885,0.468378327,0.425901454,0.170830442,1.48912792,0.201057202,0.492920521,0.185287994,0.21431876,0.443458561,0.3518973,0.574485311,0.177423086,1.436284689,0.287710025,5.101000566,0.792712856,0.212573155,c-CS-m
0.442951542,0.780726872,1.997731998,0.194162996,1.828414097,0.737478737,1.585792952,0.331057269,0.360990361,0.129845815,0.856170856,0.208278208,0.795879796,0.295785296,2.758079758,0.428841429,1.857871858,0.99030837,0.207144207,0.219273128,2.207900208,1.406387665,0.467775468,0.425817426,0.166189427,1.375330396,0.183897184,0.524853525,0.185352423,0.213325991,0.443772444,0.371763372,0.532929515,0.179955947,1.435267435,0.298998299,5.601209601,0.801927802,0.216594217,c-CS-m
0.529549848,0.785832643,1.623518687,0.185584093,1.381386357,0.685278031,1.615575808,0.308478321,0.353463993,0.129798398,0.817228806,0.220601641,0.731084777,0.276891522,2.586144029,0.402233364,1.718322698,0.934824634,0.198040109,0.188207677,2.076800365,1.456365645,0.458523245,0.384229717,0.163766915,1.352112676,0.208751139,0.477666363,0.168461751,0.203534935,0.443710119,0.347082954,0.520022093,0.172604253,1.403372835,0.283272562,4.5,0.770054695,0.189835916,c-CS-m
0.482980434,0.778745645,1.767787692,0.182792817,1.434870008,0.697323267,1.561913696,0.333556687,0.356897735,0.113106406,0.858156028,0.244566461,0.760466712,0.289407458,2.592541752,0.41615191,1.765042324,0.951755562,0.215282544,0.187215224,2.132692748,1.394398285,0.468085106,0.382292382,0.185875101,1.426159207,0.215511325,0.489132922,0.163361029,0.219914232,0.483413407,0.360558225,0.547038328,0.173009917,1.406085564,0.308396248,4.652024708,0.784717456,0.20979181,c-CS-m
0.442745098,0.775163399,1.915388087,0.179869281,1.701699346,0.684115523,1.530457516,0.331633987,0.368907942,0.114379085,0.88898917,0.199232852,0.756543321,0.287454874,2.576940433,0.440884477,1.757220217,0.934901961,0.21683213,0.197254902,2.082581227,1.357647059,0.471344765,0.420126354,0.185620915,1.357385621,0.22450361,0.527075812,0.165620915,0.233856209,0.457355596,0.365072202,0.557124183,0.176601307,1.397563177,0.310243682,5.008122744,0.793095668,0.197879061,c-CS-m
0.534110017,0.900372328,1.586725178,0.247357675,2.181299544,0.763027976,1.680398751,0.311554168,0.333296764,0.149351429,0.794624246,0.198354361,0.832473944,0.256609984,1.892484915,0.348765771,2.129456939,1.327948595,0.160394953,0.205741052,2.662314866,1.926975739,0.398793198,0.414810752,0.156617824,1.244535191,0.167635765,0.478551838,0.20021619,0.17024982,0.382446517,0.324300603,0.589959164,0.177516214,1.450246846,0.24509051,6.31727921,0.869994515,0.183104772,c-CS-m
0.521085595,0.874500447,1.745405405,0.255174471,2.286489711,0.749621622,1.720906651,0.334685356,0.332648649,0.143155383,0.800216216,0.205081081,0.843351351,0.25372973,1.854378378,0.351243243,2.107783784,1.365404116,0.161513514,0.215090963,2.665513514,1.891738741,0.396756757,0.41372973,0.166119893,1.251297346,0.16227027,0.478594595,0.197494781,0.187772144,0.393297297,0.324864865,0.600238592,0.177214435,1.430162162,0.238810811,6.306810811,0.882810811,0.187459459,c-CS-m
0.519772388,0.848373376,1.940245478,0.248361881,2.539889642,0.77002584,1.645763881,0.307793999,0.338608958,0.140878262,0.829888028,0.210594315,0.832687339,0.257536606,1.832041344,0.375107666,2.102067183,1.31641568,0.170865633,0.20841476,2.683677864,1.782503736,0.403423773,0.42118863,0.161800207,1.168640074,0.177756245,0.507859604,0.19628693,0.182204851,0.3916882,0.336024978,0.581733533,0.184331532,1.460594315,0.253122308,6.766149871,0.892657192,0.199612403,c-CS-m
0.50377873,0.925126607,1.601646435,0.236384885,1.813167121,0.695549044,1.699259836,0.309154655,0.327054556,0.151928321,0.798102414,0.190037673,0.719966513,0.266499233,2.663038928,0.398214037,2.0113018,1.193611219,0.16422492,0.199532528,2.538161016,1.745695364,0.37449421,0.408120553,0.167199065,1.322399688,0.174270964,0.471885029,0.189871445,0.188391118,0.402120832,0.32928701,0.591585508,0.171562135,1.419143296,0.255616018,5.917957304,0.829496302,0.182363611,c-CS-m
0.498810711,0.910764981,1.730094655,0.229033991,1.93708279,0.689170379,1.705363309,0.316274074,0.334214922,0.148776184,0.806514477,0.198496659,0.729955457,0.2655902,2.652561247,0.372355234,2.051503341,1.231489296,0.173719376,0.212077035,2.542455457,1.718560577,0.384326281,0.415089087,0.182076268,1.228420164,0.16717706,0.486219376,0.196808103,0.193815699,0.40701559,0.33672049,0.583748945,0.176244917,1.423023385,0.260996659,6.066536748,0.845072383,0.182488864,c-CS-m
0.514411075,0.935244724,1.868248773,0.228912928,2.231333686,0.703491544,1.68242681,0.329525683,0.334969995,0.154020728,0.831696672,0.197081288,0.711811238,0.267321331,2.652073104,0.393889798,2.032051282,1.229820713,0.180714675,0.214917921,2.539416258,1.679173916,0.371658483,0.413120567,0.185490582,1.227929495,0.160665576,0.507092199,0.199182994,0.208033891,0.40248227,0.343426077,0.573795295,0.183145472,1.417075832,0.262956901,6.318466994,0.856110202,0.180714675,c-CS-m
0.472585639,0.950364526,1.485279358,0.214021772,1.628383102,0.62295082,1.653051034,0.30740038,0.322515892,0.103565365,0.777350284,0.183506189,0.643860823,0.254934761,2.724322516,0.383907661,1.835061894,1.060021971,0.177484108,0.192050335,2.254934761,1.584240487,0.351789896,0.382234861,0.176570458,1.347248577,0.174305788,0.446637671,0.183860981,0.241086587,0.398962864,0.316159251,0.586237891,0.169180066,1.307795249,0.256774841,5.307962529,0.789227166,0.171462027,c-CS-m
0.482942431,0.921593332,1.662129566,0.21302578,1.799476643,0.6404204,1.653808878,0.342798992,0.332012405,0.143438651,0.814093728,0.19314266,0.630427292,0.267229497,2.77911785,0.403687112,1.91540317,1.008528785,0.185561682,0.198197325,2.324603722,1.524229502,0.371640248,0.408511371,0.18918395,1.313529754,0.171088904,0.477084769,0.189571622,0.230277186,0.422294969,0.339076499,0.559410739,0.167183563,1.372157133,0.266884907,5.468986906,0.818573398,0.179186768,c-CS-m
0.507668564,0.953795698,1.805461902,0.210957847,2.126844796,0.640761969,1.607118742,0.362207003,0.358900877,0.14642616,0.838334457,0.1908294,0.630310182,0.262643291,2.754551585,0.411496966,1.922960216,1.075528118,0.195718139,0.205170252,2.322993931,1.507282724,0.360923803,0.4045853,0.191280023,1.30529565,0.165037087,0.496797033,0.193112762,0.235458667,0.435603506,0.343391773,0.550400309,0.193016302,1.334962913,0.280681052,5.787255563,0.824679703,0.181557653,c-CS-m
0.548395616,0.894361548,1.335804133,0.194770897,1.650864915,0.58378257,1.739865311,0.306087416,0.325696316,0.122540605,0.784591195,0.206199461,0.619721473,0.279649596,2.618598383,0.404537287,1.663072776,0.826752938,0.188230009,0.184867292,2.037511231,1.434174039,0.388814016,0.426100629,0.149214314,1.413706589,0.204402516,0.442722372,0.165984418,0.205070646,0.437556155,0.311769991,0.50033012,0.16585237,1.26819407,0.272012579,4.320530099,0.782120395,0.17228212,c-CS-m
0.549644456,0.907426916,1.355973997,0.19291546,1.643271003,0.596951356,1.718461944,0.324993416,0.327953374,0.128127469,0.779197489,0.204662632,0.599193006,0.279309572,2.672046626,0.413584398,1.696704775,0.843824072,0.196144362,0.180405583,2.059403721,1.445088228,0.38623627,0.404841964,0.161443245,1.43705557,0.207800941,0.445415826,0.182775876,0.214379774,0.418516028,0.317193454,0.51132473,0.175138267,1.260479713,0.272360457,4.260928043,0.778749159,0.180452813,c-CS-m
